Dystans (m),Wysokość (m)
12789.41782715926,1236.4716796875
12835.094319399113,1259.478759765625
12880.770811638968,1284.324584960938
12926.447303878822,1283.746826171875
12972.123796118678,1279.108032226562
13017.800288358532,1279.541137695312
13063.476780598387,1275.505615234375
13109.15327283824,1280.095336914062
13154.829765078095,1300.610229492188
13200.50625731795,1306.564819335938
13246.182749557804,1317.679809570312
13291.859241797658,1323.862426757812
13337.535734037512,1309.446044921875
13383.212226277368,1303.806640625
13428.888718517223,1317.172973632812
13474.565210757077,1342.78173828125
13520.241702996931,1338.354248046875
13565.918195236785,1328.2685546875
13611.59468747664,1340.467163085938
